Title,Location,start_salary,max_salary,skills
Graphic Design,Work from home,7500,7500,"Adobe Illustrator, Adobe Photoshop, Canva, CorelDRAW, UI, UX Design"
Quality Analyst,Gurgaon,15000,15000,"CRM, Effective Communication, Report Writing"
Human Resources (HR),Work from home,5000,15000,"Effective Communication, English Proficiency Spoken, English Proficiency Written"
Web Development,Work from home,8000,8000,"Bootstrap, CSS, HTML, JavaScript, jQuery, MySQL, Nodejs, PHP, ReactJS, Webflow, WordPress"
Market Growth and Research,Work from home,5000,5000,"Business Analysis, Business Research, Content Marketing, Digital Marketing"
AI/ML Developer - Python,Work from home,5000,10000,"Machine Learning, Python"
Social Media Content Creator,Work from home,5000,10000,"Canva, Content Writing, Creative Writing, Digital Marketing"
Lead Generation,Work from home,7500,7500,"Client Relationship, Effective Communication, Lead Generation, Marketing, Sales"
Business Development (Sales),Work from home,3000,5000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel"
Business Development (Sales),"Delhi, Bangalore, Noida",15000,15000,"Effective Communication, Negotiation, Problemsolving, Sales, Sales pitch"
Social Media Management,Work from home,11000,15000,"English Proficiency Spoken, Social Media Marketing"
Full Stack Development,Work from home,15000,15000,"Docker, GitHub, JavaScript, Nextjs, Nodejs, ReactJS, SQL"
Web Development,Pune,7500,7500,"CSS, HTML, JavaScript, MongoDB, MySQL, Nodejs, ReactJS"
Social Media Marketing,Jaipur,6000,12000,"Digital Marketing, Social Media Marketing"
Anchoring,Delhi,12000,12000,"Anchoring, English Proficiency Spoken, Hindi Proficiency Spoken"
Marketing,Work from home,3800,3800,"Effective Communication, Marketing, Sales pitch"
Kotlin Intern,Work from home,12000,12000,Kotlin
Creative Illustrator,Mohali,3000,3000,"Adobe Illustrator, Adobe Photoshop, Creative Writing"
Script Writing,Delhi,3500,7000,"Content Writing, English Proficiency Written, Hindi Proficiency Written"
Market Research,Work from home,1000,1500,"Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Research and Analytics, Time Management"
Market Research,Visakhapatnam,10000,10000,"Effective Communication, English Proficiency Written, Interpersonal Skills, MSExcel, MSOffice, MSPowerPoint, MSWord, Research and Analytics"
Hotel Management (Operations),Bangalore,5000,5000,Effective Communication
Student Ambassador,Work from home,5000,5000,"Creative Writing, Effective Communication, Marketing, Marketing Campaigns, Problem Solving"
Video Editing/Making,"Ghaziabad, Greater Noida, Noida",2500,2500,"Adobe Premiere Pro, Video Editing"
Telecalling,Mumbai,4000,4000,"English Proficiency Spoken, MSExcel"
Social Media Marketing,Bangalore,5000,5000,"Content Marketing, Instagram Marketing, Social Media Marketing, Video Editing, Video Making"
Business Development (Sales),Work from home,1000,1000,"Effective Communication, Email Marketing, MSExcel, Sales, Sales pitch"
Content & E-Commerce Management,Chandigarh,6500,6500,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Photography, Video Making"
Business Development (Sales),Thane,2000,2000,"Client Interaction, Client Relationship, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Marketing, Sales, Social Media Marketing"
Marketing,Visakhapatnam,8000,8000,"English Proficiency Spoken, Marketing"
Graphic Design,Gurgaon,10000,10000,"Adobe Illustrator, Adobe Photoshop, CorelDRAW"
Content Development (English),Noida,5000,5000,"MSOffice, MSPowerPoint"
Social Media Marketing,Work from home,2000,5000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, Social Media Marketing"
Search Engine Optimization (SEO),Work from home,3000,5000,"Digital Marketing, Google AdWords, Google Analytics, Search Engine Marketing SEM, Search Engine Optimization SEO"
Content Development (English),Mumbai,10000,15000,"Creative Writing, English Proficiency Written"
Business Development (Sales),"Thane, Dombivli, Kalyan, Ambernath",8000,12000,INDUSTRIAL AUTOMATION
Product Marketing,Greater Noida,10000,10000,"Digital Marketing, English Proficiency Spoken"
Content Creator,"Agra, Delhi, Mumbai",15000,15000,"Creative Writing, Design Thinking, Effective Communication, Time Management, Video Editing, Video Making"
Business Development (Sales),Bangalore,6000,15000,"English Proficiency Spoken, English Proficiency Written"
Social Media Marketing,Kolkata,8000,12000,"Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Social Media Marketing"
iOS App Development,Work from home,15000,20000,"iOS, REST API, Swift, Xcode"
Search Engine Optimization (SEO),Work from home,1500,1500,"Digital Marketing, English Proficiency Written, Google Analytics, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Digital Marketing,"Chandigarh, Mohali, Sahibzada Ajit Singh Nagar, Punjab",10000,15000,"Creative Writing, Digital Marketing, Effective Communication, English Proficiency Written, Facebook Marketing, Instagram Marketing, LinkedIn Marketing, Social Media Marketing"
Business Development (Sales),Ahmedabad,7000,7000,"Effective Communication, Email Marketing, English Proficiency Spoken, MSExcel, Social Media Marketing"
Market Research,Work from home,5000,5000,"Client Relationship, English Proficiency Written, MSOffice"
Marketing,"Chandigarh, Mohali, Sahibzada Ajit Singh Nagar",9000,15000,"Digital Marketing, Effective Communication, Sales"
Human Resources (HR),Mumbai,6000,6000,"Creative Writing, Effective Communication, English Proficiency Spoken, English Proficiency Written, MSOffice"
Marketing,Hyderabad,10000,15000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Search Engine Optimization (SEO),Delhi,10000,10000,"Content Marketing, Content Writing, Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Google AdWords, Google Analytics, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Social Media Marketing,Gurgaon,5000,5000,"Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Social Media Marketing, Video Making"
Business Development Associate,Work from home,5000,5000,"Effective Communication, English Proficiency Spoken, Hindi Proficiency Spoken, Sales, Sales pitch"
Social Media Marketing,Navi Mumbai,5000,15000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Marketing Content Creator,Bangalore,12000,18000,"Content Marketing, Digital Marketing, Social Media Marketing"
Business Development (Sales),Gurgaon,10000,10000,"CRM, English Proficiency Spoken, English Proficiency Written, MSExcel"
Human Resources (HR),Hyderabad,5000,10000,"English Proficiency Spoken, MSExcel"
Marketing,Jaipur,10000,10000,"Content Writing, Digital Marketing, No Match Found"
Video Editor,Mumbai,10000,10000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro"
Web Development,Work from home,5000,5000,"Bootstrap, CSS, HTML, JavaScript, jQuery, MySQL, Nodejs, PHP, ReactJS, WordPress"
Market Research,Mumbai,9000,9000,"English Proficiency Spoken, English Proficiency Written, MSOffice"
Human Resources (HR),Mumbai,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
Architecture,Delhi,10000,10000,AutoCAD
Video Editing/Making,Work from home,4000,4000,"Adobe Premiere Pro, Final Cut Pro, Video Editing"
Digital Marketing,Mumbai,10000,15000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Field Sales,"Indore, Mysuru, Bangalore, Hyderabad, Bhopal, Gwalior West",12000,12000,English Proficiency Spoken
Content Writing,Work from home,10000,10000,"Blogging, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
Human Resources (HR),Delhi,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSOffice, Recruitment"
Inside Sales,Noida,10000,10000,"English Proficiency Spoken, Hindi Proficiency Spoken, Sales, Sales pitch"
Robotics,Mumbai,10000,15000,"Arduino, C Programming, C Programming, Embedded Systems, Gazebo, Python, Raspberry Pi, Robotics"
Accounting & Taxation,Delhi,2000,2000,"Accounting, Advanced Excel, MSExcel, Tally"
Embedded Systems,Mumbai,10000,15000,"Arduino, ARM Microcontroller, C Programming, Circuit Design, C Programming, EAGLE, Embedded Systems, Internet of Things IoT, Python, Raspberry Pi"
Anchoring,Delhi,12000,12000,Anchoring
Interior Design,Ahmedabad,10000,10000,"Adobe Photoshop, AutoCAD, Google SketchUp"
Business Development (Sales),Hyderabad,6000,12000,"English Proficiency Spoken, English Proficiency Written, Sales"
Search Engine Optimization (SEO),Jaipur,8000,12000,"Digital Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO"
Accounts,Pune,6000,6000,Accounting
Search Engine Optimization (SEO),Work from home,1000,1000,"Digital Marketing, English Proficiency Written, Google AdWords, Google Analytics, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
AI Psychology,Work from home,2000,6000,Effective Communication
Data Science,Work from home,2000,2000,Data Science
Large Language Model Training,Work from home,2000,2000,Data Science
Marketing,Mumbai,10000,10000,"Email Marketing, English Proficiency Spoken, MSExcel, MSOffice, Social Media Marketing"
Business Development (Sales),Delhi,10000,10000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Marketing, Marketing Campaigns, MSExcel, Social Media Marketing"
Creative Design,Delhi,7500,10000,"Adobe Illustrator, Adobe Photoshop"
Search Engine Optimization (SEO),Work from home,1000,1000,"Digital Marketing, English Proficiency Written, Google AdWords, Google Analytics, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Data Training Engineer,Noida,8000,10000,5 days a week
Market Research,Mumbai,5000,5000,"Digital Marketing, Market Research"
Customer Success,Gurgaon,15000,20000,Effective Communication
Graphic Design,Mumbai,10000,10000,"Adobe Illustrator, Adobe Indesign, Adobe Photoshop"
Video Editing/Making,Chennai,2000,4000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making"
3D Printing,Raipur,10000,10000,AutoCAD
CA Articleship,Mumbai,3500,3500,Accounting
Marketing,Work from home,15000,15000,"Canva, Digital Marketing, English Proficiency Spoken"
Content Creation,Mumbai,5000,5000,"Canva, Content Writing, Effective Communication, Time Management, WordPress"
Digital Marketing,Jaipur,7000,7000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Marketing,"Faridabad, Ghaziabad, Gurgaon, Delhi",5000,7000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Sales,Work from home,2000,2000,"MSExcel, Sales"
Business Development (Sales),Pune,10000,10000,"Digital Marketing, Email Marketing, English Proficiency Spoken, Social Media Marketing"
Channel Partner & Referral Strategy,Bangalore,20000,20000,Job offer
Social Media Marketing,Bangalore,10000,20000,"Content Writing, Digital Marketing, Social Media Marketing"
Content & E-Commerce Management,Work from home,4000,4000,"English Proficiency Spoken, English Proficiency Written, HTMLCSS"
AI Product Engineer,Work from home,10000,20000,"GitHub, JavaScript, JSON, Nodejs, Python, REST API, SQL"
Digital Marketing,Bangalore,5000,5000,"Email Marketing, Search Engine Marketing SEM"
Data Entry,Barabanki,2000,3000,"English Proficiency Written, MSExcel"
Social Media Marketing,Work from home,1000,1000,"Facebook Marketing, Search Engine Marketing SEM, Social Media Marketing"
Business Development,Work from home,5000,10000,"Client Relationship, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice"
Content Writer,Work from home,5000,10000,"Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO"
Interior Design,Gurgaon,10000,10000,"3ds Max, Adobe Photoshop, AutoCAD, Google SketchUp"
Full Stack Development,Work from home,5000,15000,"Amazon Web Services AWS, JavaScript, MEANMERN Stack, Nextjs, Nodejs, Python, ReactJS, REST API"
Marketing,Work from home,5000,10000,"Content Marketing, Digital Marketing, LinkedIn Marketing, No Match Found, Search Engine Optimization SEO"
UI/UX Design,Indore,2000,4000,"Adobe Photoshop, Figma, UI, UX Design"
Administration,Mumbai,7000,9000,"English Proficiency Spoken, English Proficiency Written, MSOffice, Operations"
Social Media Marketing,Delhi,10000,10000,Social Media Marketing
Human Resources (HR),Work from home,3000,3000,Recruitment
Graphic Design,"Navi Mumbai, Mumbai",10000,20000,"Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Canva"
Social Media Marketing,Noida,5000,7000,"Instagram Marketing, Social Media Marketing"
Digital Marketing,Chennai,5000,5000,"Digital Marketing, English Proficiency Written, Facebook Marketing, Search Engine Optimization SEO, Social Media Marketing"
Fashion Stylist,Noida,5000,7000,Informal dress code
Graphic Design,Mumbai,5000,12000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, UI, UX Design, Video Editing"
Marketing,Mumbai,8000,8000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Google Workspace, Search Engine Optimization SEO, Social Media Marketing"
Company Secretary (CS),Pune,5000,5000,"English Proficiency Spoken, English Proficiency Written, MSOffice"
Digital Marketing,Meerut,8000,8000,"Digital Marketing, Social Media Marketing"
Corporate Sales,"Ahmedabad, Bangalore, Hyderabad, Mumbai",20000,30000,"Business Research, Client Interaction, Client Relationship, Data Analysis, Effective Communication, Negotiation, Problemsolving"
